directory,filename,status,benevolent_aligned,benevolent_ambiguous,benevolent_misaligned,ambiguous_aligned,ambiguous_ambiguous,ambiguous_misaligned,malevolent_aligned,malevolent_ambiguous,malevolent_misaligned
0 Claude 500,the-measure-of-stars.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-mech-pilots-also-rise.md,Partial,9,0,0,1,0,0,0,0,0
0 Claude 500,the-memory-between-us.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-memory-thiefs-daughter.md,Success,7,1,0,0,0,0,0,0,0
0 Claude 500,the-meridian-files.md,Partial,7,1,2,0,0,0,0,0,0
0 Claude 500,the-message-we-cannot-hear.md,Success,5,0,0,1,0,0,0,0,0
0 Claude 500,the-messengers-warning.md,Partial,4,0,0,1,0,1,0,0,0
0 Claude 500,the-microscopic-murders.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-miracle-at-borgen-farm.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-monsoon-court.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-montmartre-murders.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-moonstone-conspiracy.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-moral-architecture-of-memory.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-moral-calculus-of-justice.md,Backfire,0,0,0,0,0,3,0,0,2
0 Claude 500,the-mortification-engine.md,Partial,4,0,0,0,0,0,0,0,4
0 Claude 500,the-mountains-daughter.md,Success,7,0,0,1,0,0,0,0,0
0 Claude 500,the-mysteries-we-leave-behind.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-name-in-the-ninth-inning.md,Success,9,0,0,1,0,0,0,0,0
0 Claude 500,the-neural-pimpernel.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-neutral-ground.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-nitro-run.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-noon-bell-tolls.md,Success,8,0,0,1,0,0,0,0,0
0 Claude 500,the-observation-deck.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-observatory-job.md,Success,8,0,1,0,0,0,0,0,0
0 Claude 500,the-observatory-keepers-wife.md,Partial,8,0,1,0,1,0,0,0,0
0 Claude 500,the-ocean-at-the-edge-of-everything.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-ocean-at-the-end-of-everything.md,Success,5,0,1,0,0,0,0,0,0
0 Claude 500,the-oceans-edge.md,Success,3,0,4,1,0,0,0,0,0
0 Claude 500,the-olympians-last-game.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-order-of-things.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-pan-prohibition.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-party-line-murders.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-passing-game.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-patriarchs-last-signal.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-pattern-behind-the-paper.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-pattern-behind-the-wall.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-pattern-beneath.md,Backfire,0,1,9,0,0,0,0,0,0
0 Claude 500,the-peacemakers-gambit.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-perfect-alibi-problem.md,Partial,3,0,0,1,0,0,0,0,0
0 Claude 500,the-perfect-bridge.md,Success,8,0,0,0,0,1,0,0,0
0 Claude 500,the-perfect-drop.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-perfect-imposters-heart.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-perfect-key.md,Partial,2,0,0,0,0,0,0,0,4
0 Claude 500,the-perfect-score.md,Backfire,1,0,2,2,0,1,0,0,0
0 Claude 500,the-phantoms-berth.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-pink-submarine.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-plateau-of-ancient-horrors.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-poison-garden-of-grimm-hall.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-price-of-ascension.md,Partial,6,0,0,0,0,0,0,0,0
0 Claude 500,the-price-of-ascent.md,Success,3,0,5,1,0,0,0,0,0
0 Claude 500,the-promise-road.md,Success,6,0,2,0,1,0,0,0,0
0 Claude 500,the-property-of-love.md,Success,1,0,6,1,0,0,0,0,0
0 Claude 500,the-puppet-masters-war.md,Success,4,0,0,0,0,0,0,0,0
0 Claude 500,the-quiet-dignity-of-strangers.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-ragged-staff-protocol.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-ransom-of-red-creek.md,Backfire,0,0,0,3,1,3,0,0,1
0 Claude 500,the-realm-keepers.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-red-badge-of-love.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-red-badge-of-terror.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-red-files.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-red-planets-call.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-reluctant-heart-of-ashmont.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-revised-canon.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-revolutionary-manuscript-mystery.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-revolutionary-papers.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-revolutionarys-codex.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-rhythm-of-second-chances.md,Failure,0,0,0,0,0,0,0,0,0
0 Claude 500,the-rivermouth-shadows.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-rivers-flow.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-rovers-last-stand.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-sacred-grove-of-hearts.md,Success,7,3,0,0,0,0,0,0,0
0 Claude 500,the-sacred-seal.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-salmon-run.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-salt-and-the-storm.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-sanctity-of-silicon-souls.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-sands-of-tel-el-kebir.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-scalding-truth.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-scarlet-steam-rose.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-scarlet-thread-of-love.md,Success,12,0,0,0,0,0,0,0,0
0 Claude 500,the-sealed-chamber-mystery.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-selection-game.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-selection-murders.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-september-murders-in-mandalay.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-shadow-over-whitby.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-shadows-between-missions.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-shepherds-cold-war.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-sherwood-frequency.md,Success,6,1,0,0,0,0,0,0,1
0 Claude 500,the-shimmer-of-steel-and-dreams.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-signal-between-us.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-signal-corps-heart.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-silence-between-visits.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-silent-arrow-dynasty.md,Success,11,0,0,0,0,0,0,0,0
0 Claude 500,the-silent-distance.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-silver-run-conspiracy.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-siren-sisters-of-new-bursley.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-sirens-final-song.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-sixteenth-hour.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-sixth-synthesis.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-sky-roads-home.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-sleepers-dream.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-solomon-conspiracy.md,Success,9,0,0,0,0,0,0,0,3
0 Claude 500,the-song-that-followed-me-home.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-songbirds-secret.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-soplica-rebellion.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-sound-and-the-fury.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-sovereign-drift-expedition.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-space-between-stars.md,Success,5,0,1,0,0,0,0,0,0
0 Claude 500,the-spindle-of-american-dreams.md,Partial,5,0,0,0,0,0,0,0,1
0 Claude 500,the-spinning-wheels-shadow.md,Success,6,0,2,0,0,0,0,0,0
0 Claude 500,the-spirit-burns-on.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-stage-beneath-the-stars.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-standard-oil-murders.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-starlight-selector.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-stone-sky-dancing.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-stream-of-consciousness.md,Success,8,0,0,1,0,0,0,0,0
0 Claude 500,the-summer-shore.md,Success,6,1,0,0,0,0,0,0,0
0 Claude 500,the-sunlight-protocol.md,Success,7,0,0,0,0,0,0,0,2
0 Claude 500,the-surrendered-will.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-symphony-of-selves.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-terraformers-of-kepler-station.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-thirty-nine-steps.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-thirty-nine-steps-to-unity.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-thousand-candles-protocol.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-thursday-conspiracy.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-tinkling-stream-runs-deep.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-tiverton-reckoning.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-tournament-of-shadows.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-tower-of-madeleine.md,Success,7,0,0,1,0,0,0,0,0
0 Claude 500,the-towers-shadow.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-transmission-chamber.md,Success,6,0,0,1,0,0,0,0,0
0 Claude 500,the-travelers-rest.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-truth-beneath-ravenspire.md,Success,4,0,0,0,0,0,0,0,0
0 Claude 500,the-understudies.md,Backfire,0,0,0,0,0,1,0,0,4
0 Claude 500,the-valley-beyond-the-mountains.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-valley-beyond-time.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-valley-of-stone-dreams.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-valleys-last-guardian.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-valleys-last-stand.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-vanishing-brides-of-pine-ridge.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-varner-estate-murders.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-verdict-we-make.md,Failure,0,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-manuscript.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-protocol.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-verdun-synthesis.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-violet-fields-of-time.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-visible-heart.md,Success,4,0,0,1,0,0,0,0,0
0 Claude 500,the-water-between-us.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-wax-garden-murders.md,Success,5,0,0,0,0,0,0,0,1
0 Claude 500,the-wedding-constellation.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-wedding-protocol.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-wedding-writers-last-song.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-evening-light.md,Success,7,0,0,0,1,0,0,0,0
0 Claude 500,the-weight-of-gilded-truth.md,Success,5,0,0,3,0,0,0,0,0
0 Claude 500,the-weight-of-gold.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-january-water.md,Success,5,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-light.md,Success,5,0,0,1,0,0,0,0,0
0 Claude 500,the-weight-of-sacred-vows.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-salt-roads.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-sharp-things.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-silent-truth.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-surrender.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-tomorrow.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-weight-of-water.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,the-whatsis-burns.md,Success,10,0,0,0,0,0,0,0,0
0 Claude 500,the-wind-never-stops-here.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-wisdom-hunters.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,the-withering-fields-of-rome.md,Success,6,0,0,1,0,0,0,0,0
0 Claude 500,the-witness-and-the-sailor.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,the-witness-in-winters-end.md,Success,7,0,0,1,0,0,0,0,0
0 Claude 500,the-worth-of-empire.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,the-wyoming-circuit.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,through-the-lens-of-love.md,Success,9,0,0,0,0,0,0,0,0
0 Claude 500,through-the-windows-eye.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,thunder-over-wind-river.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,to-be-or-not.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,trust-falls-and-silver-bullets.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,under-fire-and-stars.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,warriors-of-the-heart.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,watch-the-skies.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,waters-of-the-covenant.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,when-balloons-rise.md,Success,7,0,0,0,2,0,0,0,0
0 Claude 500,when-faith-ignites-love.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,when-in-rome.md,Success,4,0,3,0,0,0,0,0,0
0 Claude 500,when-the-cold-stars-fall.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,when-the-cranes-return.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,when-the-drums-fall-silent.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,when-the-forest-comes-home.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,when-the-house-remembers.md,Success,5,1,0,1,0,0,0,0,0
0 Claude 500,when-the-monsoon-comes.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,when-the-pillars-fall.md,Success,7,0,0,0,0,0,0,0,0
0 Claude 500,when-the-stars-come-calling.md,Success,4,0,0,0,2,0,0,0,1
0 Claude 500,when-the-stars-fall-silent.md,Success,6,0,0,0,0,0,0,0,0
0 Claude 500,when-the-stars-remember-us.md,Success,7,0,1,0,0,0,0,0,0
0 Claude 500,when-the-wind-calls-home.md,Success,8,0,0,0,0,0,0,0,0
0 Claude 500,when-winter-breaks.md,Failure,0,0,0,0,0,0,0,0,0
0 Claude 500,wings-over-the-contested-valley.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-christmas-carol-in-prose.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-tour-through-trouble.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 259 4of4,a-woman-called-manipulation.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,angels-in-the-architecture.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,badge-of-the-undead.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beneath-the-seven-cities.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beneath-the-waves.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 259 4of4,bengal-shadows-of-appalachia.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 259 4of4,beyond-the-event-horizon.md,Success,8,0,0,0,0,0,0,0,2
1 Claude 259 4of4,blood-money-brothers.md,Failure,3,2,2,0,0,1,0,0,0
1 Claude 259 4of4,blue-flowers-in-the-static.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,blue-steel-rising.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,brothers-in-the-ring.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,camp-new-horizon.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,carlitos-way-back.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,chains-and-chances.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 259 4of4,children-of-the-corn-rows.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,chimera-protocol.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,cool-as-ice-rhythms-of-the-heart.md,Success,7,0,0,1,0,0,0,0,0
1 Claude 259 4of4,coral-key-summer.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,current-of-eternal-souls.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,cutthroat-islands-gold.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,delhi-belly-blues.md,Backfire,3,0,1,0,1,3,0,0,0
1 Claude 259 4of4,desert-bones-and-digital-shadows.md,Success,7,1,1,0,0,0,0,0,0
1 Claude 259 4of4,dog-and-muddy-waters.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,everything-must-go.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 259 4of4,finding-home-field-advantage.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,for-your-eyes-only.md,Success,5,0,0,0,0,0,0,0,0
1 Claude 259 4of4,going-going-gone.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,gold-and-gallantrys-grace.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,harvey-and-the-healers.md,Success,4,0,0,0,0,0,0,0,3
1 Claude 259 4of4,hearts-and-havens.md,Success,8,0,0,1,0,0,0,0,0
1 Claude 259 4of4,hearts-of-steel-and-flesh.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,hearts-of-the-reanimated.md,Failure,0,0,0,1,0,0,5,0,0
1 Claude 259 4of4,heroes-inside-the-watch.md,Success,4,0,0,0,0,1,0,0,1
1 Claude 259 4of4,hollywood-homicide-beat.md,Success,11,0,0,0,0,0,0,0,0
1 Claude 259 4of4,hunting-the-fox.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,inside-the-beautiful-game.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 259 4of4,island-of-mercy.md,Success,11,0,0,0,0,0,0,0,0
1 Claude 259 4of4,ketchup-bottles-and-fresh-starts.md,Success,3,0,0,0,0,0,0,0,0
1 Claude 259 4of4,king-of-the-underground.md,Failure,1,0,0,0,0,1,0,0,4
1 Claude 259 4of4,kneel-before-dawn.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,lambda-logic.md,Success,6,0,0,3,0,0,0,0,0
1 Claude 259 4of4,last-day-of-freedom.md,Success,6,0,0,1,0,0,0,0,0
1 Claude 259 4of4,letters-from-a-distant-shore.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,letters-to-my-heart.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,letters-to-tomorrow.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,life-in-the-static.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 259 4of4,lightning-in-blue-and-white.md,Success,3,0,0,1,1,0,0,0,0
1 Claude 259 4of4,lights-of-monte-carlo.md,Partial,5,0,0,0,0,0,0,0,0
1 Claude 259 4of4,love-in-the-line-of-fire.md,Success,8,0,2,0,0,0,0,0,0
1 Claude 259 4of4,love-sex-and-digital-lies.md,Backfire,3,0,0,1,0,0,1,0,1
1 Claude 259 4of4,match-point-chronicles.md,Partial,1,0,0,6,0,0,3,0,0
1 Claude 259 4of4,mclovin-and-the-night-everything-changed.md,Partial,4,0,4,0,0,0,0,0,0
1 Claude 259 4of4,mirror-of-the-sun.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,moscow-dreams-and-factory-smoke.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,mother-küsters-goes-digital.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,night-shift-at-historys-gate.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,nobody-dies-for-free.md,Backfire,2,0,0,1,0,0,0,0,2
1 Claude 259 4of4,out-of-the-pasts-shadow.md,Success,7,0,0,1,0,0,0,0,0
1 Claude 259 4of4,peace-in-the-crosshairs.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,pride-of-two-lands.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,racing-against-the-machine.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,radio-rock-and-the-rebels-of-the-airwaves.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,ranch-aint-big-enough.md,Success,6,0,1,0,0,0,0,0,0
1 Claude 259 4of4,really-bad-television.md,Success,9,0,0,0,0,0,0,0,0
1 Claude 259 4of4,reborn-at-woodlane.md,Success,3,0,0,0,0,0,0,0,0
1 Claude 259 4of4,red-light-rising.md,Failure,2,0,0,0,0,0,0,0,3
1 Claude 259 4of4,red-planet-blue-sky.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,red-zone-death-race.md,Backfire,0,0,0,0,0,0,0,0,3
1 Claude 259 4of4,resting-easy.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,return-to-peyton-place.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,rogues-gambit.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,rolling-through-the-rain.md,Success,2,0,0,0,0,0,0,0,0
1 Claude 259 4of4,saints-of-the-dead.md,Partial,3,3,3,0,0,0,0,0,0
1 Claude 259 4of4,second-bell-second-chance.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadow-beans-last-stand.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadows-in-the-eternal-city.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,shadows-under-the-sycamores.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,signals-across-the-years.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,silver-threads-and-second-chances.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,songs-from-the-valley.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,standing-ground.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,steel-and-brotherhood.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,steel-hearts-in-the-ring.md,Success,8,0,1,1,0,0,0,0,0
1 Claude 259 4of4,streets-of-gold-and-concrete.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,streets-of-second-chances.md,Failure,1,0,0,0,0,7,0,0,0
1 Claude 259 4of4,summer-signals-from-beyond.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,taking-woodstock.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-abyss-consortium.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-ancient-ones-below.md,Backfire,4,0,2,0,0,1,0,0,0
1 Claude 259 4of4,the-anima-sola-murders.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-architects-war.md,Partial,6,0,0,1,0,0,0,0,1
1 Claude 259 4of4,the-art-of-false-hearts.md,Partial,4,0,0,3,0,0,0,0,0
1 Claude 259 4of4,the-art-of-false-lives.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-art-of-strategic-forgiveness.md,Success,5,0,0,1,0,0,0,0,0
1 Claude 259 4of4,the-bakers-dozen-murders.md,Success,3,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-bangkok-hangover.md,Partial,4,0,0,0,0,3,0,0,0
1 Claude 259 4of4,the-berlin-letters.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-black-arrows-vengeance.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-blade-of-nevers.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-blind-swordswomans-journey.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-blue-ribbon-conspiracy.md,Partial,2,0,0,0,0,0,0,0,3
1 Claude 259 4of4,the-burgundy-papers.md,Success,3,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-buri-buri-adventure.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-butterflys-tsunami.md,Success,7,0,0,1,0,0,0,0,0
1 Claude 259 4of4,the-cane-in-the-pool.md,Success,7,0,0,1,0,0,0,0,0
1 Claude 259 4of4,the-captains-distant-shore.md,Success,4,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-carrot-mine-chronicles.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-ceramic-gates-of-tomorrow.md,Success,5,0,0,0,0,0,0,0,2
1 Claude 259 4of4,the-children-of-nanking.md,Success,6,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-churruca-blood.md,Success,8,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-cicadas-song.md,Failure,0,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-cinema-conspiracy.md,Success,10,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-colonys-voice.md,Success,8,0,0,1,0,0,0,0,0
1 Claude 259 4of4,the-cougar-club-chronicles.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-dark-knight-rises-again.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-drill-of-union-square.md,Success,7,0,0,0,0,0,0,0,0
1 Claude 259 4of4,the-dyson-legacy.md,Backfire,4,0,0,0,0,0,0,0,6
